0.4535,0.474,0.5365,0.4907,0.4805,0.4416,0.4019,0.3592,0.3269,0.3809,0.3545,0.3469,0.306,0.3345,0.3422,0.3756,0.3627,0.4301,0.426,0.446,0.4388,0.4102,0.4087,0.4374	0.4374
0.474,0.5365,0.4907,0.4805,0.4416,0.4019,0.3592,0.3269,0.3809,0.3545,0.3469,0.306,0.3345,0.3422,0.3756,0.3627,0.4301,0.426,0.446,0.4388,0.4102,0.4087,0.4374,0.4374	0.441
0.5365,0.4907,0.4805,0.4416,0.4019,0.3592,0.3269,0.3809,0.3545,0.3469,0.306,0.3345,0.3422,0.3756,0.3627,0.4301,0.426,0.446,0.4388,0.4102,0.4087,0.4374,0.4374,0.441	0.4643
0.4907,0.4805,0.4416,0.4019,0.3592,0.3269,0.3809,0.3545,0.3469,0.306,0.3345,0.3422,0.3756,0.3627,0.4301,0.426,0.446,0.4388,0.4102,0.4087,0.4374,0.4374,0.441,0.4643	0.4752
0.4805,0.4416,0.4019,0.3592,0.3269,0.3809,0.3545,0.3469,0.306,0.3345,0.3422,0.3756,0.3627,0.4301,0.426,0.446,0.4388,0.4102,0.4087,0.4374,0.4374,0.441,0.4643,0.4752	0.4453
0.4416,0.4019,0.3592,0.3269,0.3809,0.3545,0.3469,0.306,0.3345,0.3422,0.3756,0.3627,0.4301,0.426,0.446,0.4388,0.4102,0.4087,0.4374,0.4374,0.441,0.4643,0.4752,0.4453	0.4098
0.4019,0.3592,0.3269,0.3809,0.3545,0.3469,0.306,0.3345,0.3422,0.3756,0.3627,0.4301,0.426,0.446,0.4388,0.4102,0.4087,0.4374,0.4374,0.441,0.4643,0.4752,0.4453,0.4098	0.3562
0.3592,0.3269,0.3809,0.3545,0.3469,0.306,0.3345,0.3422,0.3756,0.3627,0.4301,0.426,0.446,0.4388,0.4102,0.4087,0.4374,0.4374,0.441,0.4643,0.4752,0.4453,0.4098,0.3562	0.3057
0.3269,0.3809,0.3545,0.3469,0.306,0.3345,0.3422,0.3756,0.3627,0.4301,0.426,0.446,0.4388,0.4102,0.4087,0.4374,0.4374,0.441,0.4643,0.4752,0.4453,0.4098,0.3562,0.3057	0.3032
0.3809,0.3545,0.3469,0.306,0.3345,0.3422,0.3756,0.3627,0.4301,0.426,0.446,0.4388,0.4102,0.4087,0.4374,0.4374,0.441,0.4643,0.4752,0.4453,0.4098,0.3562,0.3057,0.3032	0.3575
0.3545,0.3469,0.306,0.3345,0.3422,0.3756,0.3627,0.4301,0.426,0.446,0.4388,0.4102,0.4087,0.4374,0.4374,0.441,0.4643,0.4752,0.4453,0.4098,0.3562,0.3057,0.3032,0.3575	0.331
0.3469,0.306,0.3345,0.3422,0.3756,0.3627,0.4301,0.426,0.446,0.4388,0.4102,0.4087,0.4374,0.4374,0.441,0.4643,0.4752,0.4453,0.4098,0.3562,0.3057,0.3032,0.3575,0.331	0.3461
0.306,0.3345,0.3422,0.3756,0.3627,0.4301,0.426,0.446,0.4388,0.4102,0.4087,0.4374,0.4374,0.441,0.4643,0.4752,0.4453,0.4098,0.3562,0.3057,0.3032,0.3575,0.331,0.3461	0.3257
0.3345,0.3422,0.3756,0.3627,0.4301,0.426,0.446,0.4388,0.4102,0.4087,0.4374,0.4374,0.441,0.4643,0.4752,0.4453,0.4098,0.3562,0.3057,0.3032,0.3575,0.331,0.3461,0.3257	0.3291
0.3422,0.3756,0.3627,0.4301,0.426,0.446,0.4388,0.4102,0.4087,0.4374,0.4374,0.441,0.4643,0.4752,0.4453,0.4098,0.3562,0.3057,0.3032,0.3575,0.331,0.3461,0.3257,0.3291	0.367
0.3756,0.3627,0.4301,0.426,0.446,0.4388,0.4102,0.4087,0.4374,0.4374,0.441,0.4643,0.4752,0.4453,0.4098,0.3562,0.3057,0.3032,0.3575,0.331,0.3461,0.3257,0.3291,0.367	0.4142
0.3627,0.4301,0.426,0.446,0.4388,0.4102,0.4087,0.4374,0.4374,0.441,0.4643,0.4752,0.4453,0.4098,0.3562,0.3057,0.3032,0.3575,0.331,0.3461,0.3257,0.3291,0.367,0.4142	0.408
0.4301,0.426,0.446,0.4388,0.4102,0.4087,0.4374,0.4374,0.441,0.4643,0.4752,0.4453,0.4098,0.3562,0.3057,0.3032,0.3575,0.331,0.3461,0.3257,0.3291,0.367,0.4142,0.408	0.4601
0.426,0.446,0.4388,0.4102,0.4087,0.4374,0.4374,0.441,0.4643,0.4752,0.4453,0.4098,0.3562,0.3057,0.3032,0.3575,0.331,0.3461,0.3257,0.3291,0.367,0.4142,0.408,0.4601	0.4677
0.446,0.4388,0.4102,0.4087,0.4374,0.4374,0.441,0.4643,0.4752,0.4453,0.4098,0.3562,0.3057,0.3032,0.3575,0.331,0.3461,0.3257,0.3291,0.367,0.4142,0.408,0.4601,0.4677	0.4699
0.4388,0.4102,0.4087,0.4374,0.4374,0.441,0.4643,0.4752,0.4453,0.4098,0.3562,0.3057,0.3032,0.3575,0.331,0.3461,0.3257,0.3291,0.367,0.4142,0.408,0.4601,0.4677,0.4699	0.495
